,date,1,2,3,4,5
0,19770131.0,-0.05237931178362306,0.14498703188022036,0.03583731673537962,0.007422371973953202,-0.016626918012271556
1,19770228.0,0.04326296153403416,0.06024291814499985,0.031144594189487257,-0.004701179739164567,-0.00012103526766077733
2,19770331.0,0.05893004318113218,0.01963142327323754,0.0569287487434986,0.048451544118782726,-0.011717658554600338
3,19770430.0,-0.038958173655578535,0.0841415404515424,0.06883430988274238,0.029560299154565373,-0.0050310867232312186
4,19770531.0,0.39523499939251067,-0.07699684252441419,0.0312796855438829,0.0841069765051065,0.003574886407815542
5,19770630.0,0.0023893947797345837,0.1292662135841235,0.04047055230728788,0.011536529823604166,0.0012681144412603393
6,19770731.0,-0.12276331121409637,0.04131673364196406,0.08039670527966408,0.010118545707101828,-0.03308991661832864
7,19770831.0,0.030291891195997206,0.027867524456633208,0.053424913164736076,0.0352592233463294,-0.020323237488097144
8,19770930.0,-0.21851661351249319,0.08684755820079945,0.060102958332058073,0.0040935002431436735,-0.0006573028357825008
9,19771031.0,0.49894303389269723,-0.04478428273496703,0.02582836499623123,0.10141724779428236,0.03283184991500805
10,19771130.0,0.1022279493294203,0.012465725602420407,0.033404297624333563,0.04607773050397162,-0.026690821159303414
11,19771231.0,-0.18193969158154258,0.20151235894602745,0.07932318913085516,-0.1092330119386064,-0.0210071164034532
12,19780131.0,0.16353722832769327,0.09252315063363804,0.04769991703849437,0.02142959582895541,-0.006011366603934965
13,19780228.0,0.549981657894954,0.016590703738056694,0.0022410342428952883,0.04990541856667603,0.012157992301978693
14,19780331.0,0.5585380697918251,-0.009884952956557756,0.025329698392104014,0.08203412959340198,0.036787563135062346
15,19780430.0,0.4874779842225123,0.076005109038287,0.05466807401532443,4.400194007347174e-05,-0.03464754448520088
16,19780531.0,-0.03227257987508223,0.10068875203832131,0.036256425798766645,-0.02085544924481913,-0.012361230364367095
17,19780630.0,0.37797801604430775,-0.07863892901772335,0.014581200456096425,0.0738781747724217,0.008574171533751517
18,19780731.0,0.6660509454863622,0.126207406786281,0.016666493488111167,-0.015087344691521846,-0.03260013684799309
19,19780831.0,-0.050728162351080984,0.16929524445555952,0.008278805407839315,-0.09514384228763013,0.027938257153036064
20,19780930.0,-1.4638917673957563,0.13264900950266625,0.08980171192804028,-0.03610774261978534,0.04494595654757406
21,19781031.0,0.3075923595964028,-0.16126922988147926,0.09610301376755875,0.10117360193881798,0.03624238268403812
22,19781130.0,0.01690949544637329,-0.046041025516469554,0.07358036204245855,0.08785690207642244,-0.01629943328495841
23,19781231.0,0.8050838448212637,0.08274967397271404,-0.04484250087622817,0.028881933908297727,0.07451625608888768
24,19790131.0,-0.27946530833113575,0.08507760837485115,0.038822939767836684,-0.044993608471471505,-0.009097202647638405
25,19790228.0,0.6927410265030279,-0.1316456497667928,-0.0077741613994390495,0.05259377661325257,0.0035602170221258815
26,19790331.0,0.12144552943466626,0.04923646997098951,0.034729769583862674,0.015743194126477362,-0.01831805603876283
27,19790430.0,-0.16039093537260185,0.0674261806375843,0.038348548493594974,-0.009661243534409582,-0.014334994902617375
28,19790531.0,0.31706839044034313,-0.034863026755062546,-0.03859978039514144,0.018230976425422728,-0.0022322155173874502
29,19790630.0,0.10878900078782289,0.013361725132552491,0.023881646582481823,0.07882991932804695,0.021680385683707084
30,19790731.0,0.5818015416949303,-0.01110800188379277,-0.0008073635237537853,0.07525799902584855,0.02005022362254564
31,19790831.0,-0.07459739649629264,0.026512696153440183,0.010577031516357888,0.017308607680144857,-0.040371349039952945
32,19790930.0,-0.8619635123055482,0.009039597816706517,0.13390165552195812,-0.01495353568722987,-0.05133586747611201
33,19791031.0,0.46838949736765456,-0.15922772044344768,0.07655938334062029,0.14651408739441552,-0.03607812342038209
34,19791130.0,0.42683557779119413,0.00010978213994819637,0.07975397204767878,0.03583577597643475,-0.08916156932021765
35,19791231.0,0.9155554602740181,0.09781223084113425,0.012661926198469606,0.006793043467091888,-0.10316101258319488
36,19800131.0,-0.17325221107811634,0.02701489963888488,0.14091216441040977,-0.027730718305786405,-0.10047914661877609
37,19800229.0,-1.5884386190850568,0.05617870850668929,0.21281066382139951,-0.019157511753548382,0.006608022302632462
38,19800331.0,0.2745271218303037,-0.03821905010938255,0.05489160011813475,0.11314937670866854,0.07516164873187006
