MKT,SMB,HML,RMW,CMA,RF,year,month,Mom,PS_VWF,R_ME,R_IA,R_ROE,R_EG,PEAD,FIN,SY_SMB,MGMT,PERF,LN_F1,LN_F2,LN_F3,cap_risk,INDPRO,PCE,z_longs,z_shorts,z_longs_diff,z_shorts_diff,ZLp,ZSp
-0.85,-0.85,1.7,-0.45,2.22,0.27,1963,11,-0.75,,,,,,,,-0.5575297,-1.4158352,-2.0970503000000003,-0.140317398,0.059893518,-0.016814226,,0.49024232703627213,0.8808290155440268,0.101325814,0.307421967,-0.08459467,0.29734971400000004,0.0449911608145003,0.3165181188546917
1.83,-1.9,-0.06,0.07,-0.3,0.29,1963,12,1.7,,,,,,,,-2.0187271,0.8658040400000001,1.0100875,-0.281856168,0.008413525,0.028751284,,-0.194995829255884,1.3610683102208476,0.038622771,0.011273337,-0.062703043,-0.29614863,0.4057700735980885,0.1105367753819974
2.24,0.08,1.53,0.22,1.5,0.3,1964,1,1.06,,,,,,,,0.72109217,0.59015435,3.62689535,-0.329850222,-0.14808575,0.107796262,,0.8795574353537949,0.5320496579680922,0.180878559,0.063281608,0.142255788,0.052008271,0.4583289160934312,0.0799376533909046
1.54,0.31,2.86,0.06,0.85,0.26,1964,2,0.24,,,,,,,,1.3188294,1.1459975199999999,1.79862145,-0.127278566,-0.076052229,-0.094137442,,0.678573990388065,0.8568548387096753,0.304821085,0.126270312,0.123942526,0.06298870399999999,0.7823360297527948,0.1688038143512149
1.41,1.4,3.37,-2.01,2.93,0.31,1964,3,0.71,,,,,,,,2.0656364199999997,5.14204136,2.0958630200000004,-0.432492072,0.076945067,0.158982031,,0.0,0.39980009995002064,0.266164126,0.10058829,-0.03865695899999999,-0.025682022,1.0204958075045625,0.2892969816183699
0.1,-1.5,-0.66,-1.35,-1.08,0.29,1964,4,-0.6,,,,,,,,-3.6419027,-0.7969255,-0.0054514,-0.305675846,-0.00835146,0.059121366,,1.6361965288266944,0.24888003982079798,0.107335783,0.004745578,-0.15882834299999998,-0.095842712,0.5058066638079839,0.0349113003362933
1.42,-0.7,1.99,-0.26,0.24,0.26,1964,5,2.54,,,,,,,,-0.9222268,0.8516860100000001,1.9207268499999999,-0.140113024,-0.025394746,-0.082783501,,0.5681638947792722,1.3902681231380276,0.170633196,0.032563985,0.06329741299999998,0.027818406999999996,0.2308013833222211,0.1600779980306277
1.27,0.08,0.72,-0.42,0.14,0.3,1964,6,0.45,,,,,,,,0.68836527,-2.5273748,-1.2696653,-0.448656881,0.043888733,0.101537098,,0.28230275402019167,0.7345739471106727,0.051484228,0.043072756,-0.119148968,0.010508771,0.0838280846964134,0.1704812702533864
1.74,0.52,0.73,0.14,1.84,0.3,1964,7,-0.38,,,,,,,,0.85069706,1.76631727,-1.2363787,-0.285973764,-0.169380378,0.021056917,,0.6571996552395376,0.8507535245503073,0.258455585,0.026579297,0.206971357,-0.016493458999999995,0.4240567379371396,0.025645995057788
-1.44,0.31,0.07,0.06,0.36,0.28,1964,8,-0.19,,,,,,,,0.71466973,-0.6919205,-0.8885346000000001,-0.353059889,-0.059570182,-0.081493925,,0.6532540129200681,0.6748614123885277,0.042300624,0.060813652,-0.21615496099999998,0.034234355,0.1764961774226914,0.0447085624273868
2.69,-0.32,1.72,-0.48,0.58,0.28,1964,9,-0.39,,,,,,,,-1.1311107,1.2957959,-0.1572033,0.37413054,-0.294604286,-0.141361567,,0.37047327961470256,-0.26334689968876557,0.207035205,0.027675862,0.164734581,-0.03313779,0.6180294740453895,0.0913955929956245
0.59,0.88,1.15,-0.29,0.48,0.29,1964,10,0.08,,,,,,,,0.59183256,0.38297769,-0.6235725999999999,-0.951357427,0.179409939,0.1796601,,-1.3848304334601158,0.720115218434958,0.029279738,0.053039831,-0.177755467,0.025363969000000004,0.2950002199196389,0.0178982751456557
0.0,-0.27,-1.95,0.6,-0.16,0.29,1964,11,1.08,,,,,,,,-1.0449217,0.8238664099999999,-0.0977306,-0.626109456,0.026726051,0.07747978,,3.0899645465036985,-0.7626310772164024,0.071037992,0.002466042,0.041758253999999995,-0.050573789,0.469494139632709,0.09368823799627
0.03,-0.58,-2.52,1.13,-1.63,0.31,1964,12,-0.69,,,,,,,,-0.06762839999999999,-1.8551516000000001,-0.08172929999999999,-0.419719483,-0.032492123,0.028020827,,1.1806510389527292,1.1047070124879932,0.037425369,0.053224492,-0.033612622999999994,0.05075845,0.2915518389320137,0.0242383796186129
3.54,2.49,0.16,0.84,0.11,0.28,1965,1,-1.28,,,,,,,,2.52695959,-0.7873157000000001,0.31369812,-0.269207755,-0.122177434,0.017383257,,1.0771658775645898,0.8076009501187587,0.200324376,0.055207784,0.16289900699999998,0.0019832920000000046,0.4102127033361213,0.0139644391576987
0.44,3.32,0.16,0.4,-0.69,0.3,1965,2,0.3,,,,,,,,3.59613868,-0.4723771,0.8441724399999999,-0.543174777,-0.057961213,0.030587201,,0.6215957688097573,1.6493873704052753,0.054337789,0.04168322,-0.145986587,-0.013524564000000003,0.151478012624695,0.049173926208168
-1.34,2.04,1.05,-0.3,0.73,0.36,1965,3,0.1,,,,,,,,2.72765429,-0.3277285,-0.5296635,-0.323337852,-0.088115745,-0.119002044,,1.324042494805755,0.4404265183124867,0.14317071,0.029795838,0.08883292100000001,-0.011887381999999998,0.1558891726200828,0.1117401487908731
3.11,1.18,0.68,0.26,-2.3,0.31,1965,4,2.54,,,,,,,,1.9929194899999998,-2.1635266,3.06795807,-0.417879217,-0.075704574,-0.034525752,,0.4355802309123247,0.8769905377336684,0.217173569,0.082018928,0.074002859,0.05222309,0.6173207007107551,0.1407578843416246
-0.77,0.06,-1.63,-0.38,0.7,0.31,1965,5,0.54,,,,,,,,0.31116341999999997,0.6467603,-0.6759593,-0.247077003,-0.132043614,-0.107626221,,0.7803872724004179,0.11439029970259362,0.045665369,0.016338362,-0.1715082,-0.06568056600000001,0.0934345541991121,0.0617087874845823
-5.51,-4.3,0.56,0.12,0.41,0.35,1965,6,-3.12,,,,,,,,-4.651904,0.6777463699999999,-2.0463959,-0.477359505,-0.28064683,0.221133665,,0.7746629165166885,-0.5484460694698434,0.600984587,0.929471816,0.5553192180000001,0.9131334539999999,1.9972197590023664,2.9592298001541617
1.43,1.08,2.18,-1.41,-0.02,0.31,1965,7,4.1,,,,,,,,3.0823011399999998,1.00587578,2.0171658900000002,-0.187728499,-0.090003252,-0.096665726,,0.9393915448439261,1.3327205882353033,0.362210603,0.437023066,-0.238773984,-0.49244874999999994,0.5026335678112837,0.5609699982970895
2.73,2.71,-0.96,2.06,-0.75,0.33,1965,8,2.58,,,,,,,,4.588713299999999,-0.4058196,2.8406925,-0.386290024,0.057117189,-0.052439497,,0.42305078801430085,0.770975056689327,0.140899149,0.228802678,-0.22131145400000002,-0.208220388,0.450921553388206,0.6832015003742087
2.86,0.62,-0.09,-0.82,0.82,0.31,1965,9,3.37,,,,,,,,0.49011081,-0.1827136,1.53960827,-0.473717132,0.015007619,0.028111282,,0.2525740728036796,1.7101710171017137,0.006913978,0.01903019,-0.13398517100000001,-0.209772488,0.0205748981930486,0.0424864399859226
2.6,3.42,1.54,1.22,-0.76,0.31,1965,10,3.45,,,,,,,,2.64956915,0.6248313,2.41760881,-0.396720546,-0.047369389,0.007285834,,1.008373042039401,1.4380530973451267,0.033987412,0.079058413,0.027073434,0.06002822299999999,0.0786040528280462,0.1571038871645447
-0.03,5.19,0.21,-1.06,-0.9,0.35,1965,11,4.42,,,,,,,,3.9607929399999997,2.18510953,2.35100944,-0.608213347,-0.001384232,-0.066387733,,0.4160123171670582,0.1308615049073092,0.069499701,0.163867649,0.035512288999999995,0.08480923600000001,0.272898379063724,0.5593722750039554
1.01,2.64,1.96,-1.28,-0.45,0.33,1965,12,0.09,,,,,,,,3.3401834800000003,-0.1699998,1.75543744,-0.465468185,-0.164455827,0.131623406,,1.2428664738838524,0.5663254192986189,0.019206468,0.014507218,-0.05029323299999999,-0.14936043100000002,0.0806360172040832,0.222153084902732
0.72,4.71,3.51,-2.83,-0.07,0.38,1966,1,5.41,,,,,,,,5.19802234,1.20157629,3.36702891,-0.466310534,0.07538507,-0.198333131,,0.981965991628142,0.7580680095299996,0.096038982,0.106897058,0.07683251399999999,0.09238984,0.179328378024024,0.1111783865219817
-1.21,4.86,0.27,-0.15,-1.44,0.35,1966,2,4.58,,,,,,,,3.3093350200000002,-1.1984092,4.02743322,-0.647910343,-0.274997067,0.174805356,,0.6481781425092148,1.0748065348237246,0.038735271,0.095687841,-0.05730371099999999,-0.011209217000000007,0.0496121586680442,0.193671570373255
-2.51,0.22,-2.07,1.3,-0.01,0.38,1966,3,1.34,,,,,,,,0.9626388600000001,0.72239862,0.40727445,-0.307207247,0.001463455,-0.11053792,,1.3687689423853344,1.0208421948107116,0.345257166,0.416622564,0.306521895,0.320934723,0.5305625410176318,0.7359756955358288
2.14,3.36,-0.54,0.41,-0.91,0.34,1966,4,6.18,,,,,,,,3.84827229,-0.19979619999999998,4.22938813,-0.209277583,-0.438212745,0.030137016,,0.1590474790533536,0.40000000000000036,0.002490928,0.002162741,-0.342766238,-0.41445982299999995,0.0675286892975468,0.0517048030005629
-5.66,-5.18,-1.57,1.66,-1.52,0.41,1966,5,-4.69,,,,,,,,-2.9433899,2.1670259300000003,-2.5724732,-0.433784474,-0.153788371,-0.069756463,,0.9515954339856414,-0.7968127490039723,0.581178431,0.515157746,0.578687503,0.512995005,0.5857702656940855,0.7288929735058347
-1.44,1.34,0.5,0.06,0.8,0.38,1966,6,3.28,,,,,,,,0.27194969,-0.9041076,1.52900447,-0.22751684,-0.109485103,-0.212013381,,0.471021972302732,0.5072923272035457,0.051684246,0.005064431,-0.529494185,-0.510093315,0.4447491223005251,0.3721161960167363
-1.63,-0.5,0.99,-0.45,1.77,0.35,1966,7,-1.39,,,,,,,,0.9877442700000001,0.64057113,-1.1827742,-0.167818433,-0.093963623,-0.175869144,,0.5475281649993002,1.0725552050473208,0.311748831,0.135832174,0.260064585,0.130767743,1.0106373335607488,0.7228000692238279
-7.91,-3.02,0.44,0.05,0.77,0.41,1966,8,-2.11,,,,,,,,-2.9914172999999997,2.3049419700000002,0.44237897,-0.131429374,-0.153092441,0.14340597,,0.07771014117343711,0.540990428630872,0.585620724,0.252034582,0.273871893,0.11620240800000001,1.9056641493437665,1.1658215245702652
-1.06,-1.18,0.49,-1.65,2.5,0.4,1966,9,-1.73,,,,,,,,-1.6746318999999998,3.21083926,-3.0067747,-0.13654137,0.00741318,0.07856319,,0.9323727765555123,1.2417218543046449,0.278136453,0.061371664,-0.307484271,-0.19066291800000001,1.239389565942728,0.3998328083351654
3.86,-6.52,2.86,-3.64,4.28,0.45,1966,10,-5.13,,,,,,,,-5.0950245,4.26352802,-7.8954491,0.178758304,-0.162825996,-0.049088868,,0.6929623857053757,-0.18397383483237384,0.191946471,0.010237248,-0.086189982,-0.051134416,0.6794986977838757,0.1993676410514511
1.4,3.37,-4.53,4.17,-6.53,0.4,1966,11,5.73,,,,,,,,4.33812146,-8.728465700000001,6.9533057199999995,0.180288801,-0.098955295,0.009545867,,-0.688193463859943,0.3686258447675561,0.034508311,0.138928624,-0.15743816,0.128691376,0.1297632120267677,0.5136052096629595
0.13,1.94,-1.28,0.68,-0.13,0.4,1966,12,1.07,,,,,,,,1.76085608,-0.8119124999999999,-1.5607411,0.081104958,0.021290408,0.041352312,,0.23108244029894642,0.3468679861252877,0.008237334,0.213435942,-0.026270977,0.07450731799999999,0.1621648810762321,1.2859496605209464
8.15,8.97,2.45,0.62,-2.97,0.43,1967,1,-6.75,,6.8284,-2.9677,1.9193,-2.1769,,,8.28050732,-3.933249,-1.5146181,0.461352471,-0.04274824,-0.193374888,,0.4716176570921826,0.48800325335500716,0.004627389,0.104772806,-0.0036099450000000007,-0.108663136,0.0886356470744642,0.5908258252770082
0.78,3.02,-2.15,1.94,-0.94,0.36,1967,2,3.56,,1.6496,-0.227,3.5395,2.2211,,,2.45798863,-2.5244353,3.04940405,0.309196318,-0.06856526,0.03881468,,-1.1340389953229502,-0.2428166734115722,0.013574472,0.038919965,0.008947083000000002,-0.065852841,0.136140077117941,0.1793597642373079
3.99,1.87,0.46,0.9,-1.51,0.39,1967,3,1.42,,2.0026,-1.7789,1.8417,-1.036,,,2.84544947,-2.4660872,3.66972755,0.147474833,0.212924229,0.043041553,,-0.5637930393023738,0.5679513184584151,0.062273208,0.177223829,0.04869873599999999,0.138303864,0.1420395040085398,0.4038883457316067
3.89,0.46,-2.52,2.43,-3.75,0.32,1967,4,0.64,,-0.6898,-2.8756,1.0583,-1.7259,,,-0.6477397,-3.3276878,2.74648836,0.269404638,-0.055268033,-0.06167868,,0.9431600033386278,1.1093182734973839,0.039525104,0.021840652,-0.022748103999999998,-0.155383177,0.2541547103735109,0.213349004142116
-4.33,2.36,0.99,-1.75,1.61,0.33,1967,5,0.67,,2.8469,2.5239,0.6917,0.1578,,,4.31433657,0.29151407,0.33724072,0.00747497,0.112304326,-0.127896202,,-0.8724759498868195,0.17953321364452268,0.105492382,0.105560383,0.06596727799999999,0.08371973099999999,0.2439527707148392,0.3059040076204944
2.41,6.45,0.95,-0.64,-2.39,0.27,1967,6,6.03,,6.2394,-2.1203,0.3089,-0.4236,,,6.9883890200000005,-4.5810486,5.58351921,0.034685747,-0.062672779,0.116766773,,-0.012368192460565641,0.9159697331740491,0.282758176,0.257831625,0.17726579400000003,0.15227124200000003,0.2074391283016341,0.194401465262084
4.58,3.46,2.8,0.51,2.72,0.31,1967,7,-1.07,,3.0386,2.3556,-0.6775,-0.1323,,,3.11765625,1.96255891,1.7267335400000001,-0.457930219,0.243910787,0.167471157,,-0.22783302600806188,-0.01973164956591278,0.09722749,0.173566597,-0.18553068600000003,-0.08426502800000002,0.1725790481204914,0.3187895169983301
-0.89,0.76,1.39,0.42,1.41,0.31,1967,8,-1.41,,0.3083,1.7679,-0.6249,0.0961,,,0.56468847,1.20126928,-0.2280235,0.018911279,-0.018268524,0.08723011,,1.9159187039220704,0.6118018551411142,0.023628369,0.04290511,-0.073599121,-0.130661487,0.0129638798743392,0.0284361775852559
3.11,2.47,-2.48,0.22,-0.95,0.32,1967,9,2.55,,1.723,-0.3387,0.6802,-0.6582,,,-0.5148195999999999,-2.0779956,6.17910037,-0.098119871,0.028821403,0.140630607,,-0.1623872625015621,1.1377010592389158,0.066479237,0.073269583,0.042850868,0.030364472999999996,0.0192313788502596,0.0331019484135608
-3.09,0.47,-3.38,0.81,-2.55,0.39,1967,10,3.67,,0.7527,-2.3566,3.1968,0.155,,,0.03906013,-3.0843828,3.60251029,-0.69401552,0.135793373,0.16470223,,0.8143903973341082,-0.6594259115593415,0.017100555,0.012531776,-0.04937868199999999,-0.060737807,0.0890706142812836,0.141120361854119
0.37,-0.06,-1.7,1.29,-2.29,0.36,1967,11,1.29,,0.1514,-2.8065,0.7622,0.2299,,,0.5924861800000001,-2.7282971,-0.0764382,-0.447752327,0.084983654,0.225667285,,1.4301133297355717,1.01522842639592,0.211585018,0.216609302,0.19448446300000002,0.204077526,0.5138303200359129,0.5133999139216971
